FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,GA,700,00,00,000,0039274,7000000US13003000002,13003000002,3,5,13,01705317,003,H1,00345784,20060,2,999,99999,000002,A,221635570,1824994,AXSON,AXSON,N,1322,528,+31.2799374,-082.7271483,00,13003000002,1322,1251,1106,19,13,3,0,110,71,63,0,10,0,1,49,0,2,0,0,0,0,0,0,1,0,6,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1322,239,1083,1063,1033,19,8,3,0,0,20,15,0,10,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,973,926,835,14,12,3,0,62,47,40,0,10,0,1,26,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,973,133,840,821,796,14,8,3,0,0,19,15,0,10,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,528,485,43,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039275,7000000US13003000003,13003000003,3,5,13,01705317,003,H1,00345784,20060,2,999,99999,000003,A,246942705,1478983,WILLACOOCHEE,WILLACOOCHEE,N,2022,924,+31.3448259,-083.0348403,00,13003000003,2022,1852,1220,462,15,1,2,152,170,161,7,12,7,0,130,4,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022,380,1642,1601,1129,462,6,0,2,2,41,34,7,10,6,0,7,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1551,1444,975,348,13,0,1,107,107,99,1,11,3,0,79,4,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1551,249,1302,1271,916,348,6,0,1,0,31,24,1,9,3,0,7,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,924,798,126,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039276,7000000US13003000004,13003000004,3,5,13,01705317,003,H1,00345784,20060,2,999,99999,000004,A,8682745,24420,PEARSON CITY,PEARSON CITY,N,1821,755,+31.2980026,-082.8521320,00,13003000004,1821,1590,648,556,15,8,2,361,231,226,14,11,0,3,195,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1821,681,1140,1103,533,553,4,8,2,3,37,32,14,11,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1316,1162,498,416,10,8,2,228,154,151,0,9,0,3,137,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1316,446,870,852,423,416,3,8,2,0,18,15,0,9,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,755,669,86,14,14,14,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039277,7000000US130050DOUGL,130050DOUGL,3,5,13,01705317,005,H1,00344784,99999,9,999,99999,0DOUGL,A,735770219,4506310,DOUGLAS,DOUGLAS,N,11140,4807,+31.5543783,-082.4556045,00,130050DOUGL,11140,10643,8251,1763,14,40,4,571,497,473,173,96,8,0,177,10,6,0,3,0,0,0,0,0,0,18,0,1,0,2,0,0,8,0,1,0,0,0,1,4,0,1,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11140,875,10265,9930,8103,1747,4,40,4,32,335,316,163,96,8,0,32,10,4,0,3,0,0,0,0,0,0,15,0,1,0,2,0,0,5,0,1,0,0,0,1,4,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8310,8038,6461,1174,14,33,4,352,272,264,59,76,4,0,115,10,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8310,547,7763,7589,6374,1158,4,33,4,16,174,169,55,76,4,0,24,10,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807,4251,556,267,257,186,0,71,0,10,0,0,10
PLST,GA,700,00,00,000,0039278,7000000US1300700000A,1300700000A,3,5,13,01705317,007,H1,00342832,99999,9,999,99999,00000A,A,123694000,308101,ANNA,ANNA,N,204,107,+31.3049482,-084.5877793,00,1300700000A,204,186,139,43,0,0,0,4,18,15,0,7,0,0,5,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,9,195,182,139,43,0,0,0,0,13,11,0,7,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,169,128,37,0,0,0,4,17,14,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,9,177,165,128,37,0,0,0,0,12,10,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,80,27,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039279,7000000US1300700000E,1300700000E,3,5,13,01705317,007,H1,00342832,99999,9,999,99999,00000E,A,131853894,3271986,ELMODEL,ELMODEL,N,485,232,+31.3397800,-084.4575663,00,1300700000E,485,454,205,229,0,6,0,14,31,25,4,1,3,0,11,0,0,1,5,0,0,0,0,0,0,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,34,451,434,199,229,0,6,0,0,17,13,4,1,3,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,376,169,192,0,6,0,9,12,9,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,21,367,363,165,192,0,6,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,202,30,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039280,7000000US1300700000H,1300700000H,3,5,13,01705317,007,H1,00342832,99999,9,999,99999,00000H,A,173655013,3868536,HOGGARDS MILL,HOGGARDS MILL,N,423,230,+31.2022962,-084.4873545,00,1300700000H,423,405,205,200,0,0,0,0,18,11,1,0,1,0,3,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,20,403,396,197,199,0,0,0,0,7,7,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,318,152,166,0,0,0,0,9,7,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,10,317,312,147,165,0,0,0,0,5,5,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,182,48,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039281,7000000US1300700000M,1300700000M,3,5,13,01705317,007,H1,00342832,99999,9,999,99999,00000M,A,115706062,1171385,MILFORD,MILFORD,N,340,187,+31.3831282,-084.5908583,00,1300700000M,340,335,233,98,0,4,0,0,5,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,4,336,333,231,98,0,4,0,0,3,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,284,195,85,0,4,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,2,284,282,193,85,0,4,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,150,37,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039282,7000000US1300700000N,1300700000N,3,5,13,01705317,007,H1,00342832,99999,9,999,99999,00000N,A,340756412,9978645,NEWTON,NEWTON,N,1424,691,+31.3537872,-084.3253532,00,1300700000N,1424,1378,754,560,1,8,0,55,46,31,7,5,2,0,11,0,3,0,3,0,0,0,0,0,0,9,1,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1424,76,1348,1318,748,559,1,8,0,2,30,21,5,4,2,0,4,0,3,0,3,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1088,1063,607,427,0,8,0,21,25,18,1,5,0,0,7,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1088,35,1053,1038,602,426,0,8,0,2,15,11,1,4,0,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,691,573,118,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039283,7000000US13009000318,13009000318,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,000318,A,27468189,7196427,NORTH BALDWIN,NORTH BALDWIN,N,4892,2389,+33.1478018,-083.2471268,00,13009000318,4892,4713,3312,1147,5,168,0,81,179,172,31,44,20,1,73,1,2,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4892,164,4728,4600,3288,1131,5,168,0,8,128,121,31,44,20,1,22,1,2,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929,3817,2805,827,1,135,0,49,112,105,8,36,11,1,49,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929,106,3823,3743,2784,816,1,135,0,7,80,73,8,36,11,1,17,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,2081,308,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039284,7000000US13009000319,13009000319,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,000319,A,162283433,693770,WEST BALDWIN,WEST BALDWIN,N,2631,1135,+33.0791633,-083.3550911,00,13009000319,2631,2570,1425,1105,4,14,4,18,61,57,23,10,2,1,15,6,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,42,2589,2542,1415,1101,4,14,4,4,47,46,23,9,2,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,2162,1194,938,3,14,2,11,46,44,14,7,2,1,15,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,31,2177,2143,1189,934,3,14,2,1,34,33,14,6,2,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,1012,123,205,196,196,0,0,0,9,0,0,9
PLST,GA,700,00,00,000,0039285,7000000US13009000322,13009000322,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,000322,A,87299534,73686,COOPERS,COOPERS,N,2191,980,+32.9754726,-083.3152362,00,13009000322,2191,2129,1622,492,0,5,1,9,62,59,17,21,2,1,12,1,0,0,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,21,2170,2123,1617,492,0,5,1,8,47,44,15,19,2,1,2,1,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,1652,1274,370,0,5,1,2,30,28,2,13,1,1,8,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,10,1672,1650,1273,370,0,5,1,1,22,20,2,11,1,1,2,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,883,97,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039286,7000000US13009001714,13009001714,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,001714,A,44961309,404191,SCOTTSBORO,SCOTTSBORO,N,1772,794,+33.0127360,-083.2302424,00,13009001714,1772,1700,1134,535,5,11,0,15,72,64,18,15,5,0,17,5,0,0,3,0,1,0,0,0,0,6,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,37,1735,1679,1126,532,4,11,0,6,56,52,17,15,5,0,7,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,1315,919,375,3,8,0,10,39,34,4,11,2,0,12,2,0,0,2,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,30,1324,1297,911,374,2,8,0,2,27,25,4,11,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,704,90,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039287,7000000US1300900321E,1300900321E,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,00321E,A,3717441,9993,EAST HARDWICK,EAST HARDWICK,N,2056,1071,+33.0564665,-083.2169103,00,1300900321E,2056,1984,415,1510,6,13,1,39,72,72,36,16,0,1,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,59,1997,1934,400,1507,4,13,1,9,63,63,36,16,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1501,353,1103,6,12,0,27,44,44,18,9,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,46,1499,1463,339,1100,4,12,0,8,36,36,18,9,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,824,247,46,16,0,16,0,0,30,0,0,30
PLST,GA,700,00,00,000,0039288,7000000US1300900321W,1300900321W,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,00321W,A,34570810,32617,WEST HARDWICK,WEST HARDWICK,N,4369,2141,+33.0551230,-083.2454638,00,1300900321W,4369,4248,1186,2992,11,9,0,50,121,117,54,23,2,0,19,10,2,0,6,0,0,1,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369,77,4292,4194,1180,2983,7,9,0,15,98,97,51,23,2,0,4,10,2,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,3348,986,2310,11,7,0,34,72,70,18,17,0,0,17,10,2,0,5,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,53,3367,3311,982,2304,7,7,0,11,56,55,18,17,0,0,4,10,2,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,1818,323,190,176,0,0,176,0,14,0,0,14
PLST,GA,700,00,00,000,0039289,7000000US1300900CTY1,1300900CTY1,3,5,13,01705317,009,H1,00345255,33300,2,999,99999,00CTY1,A,21054843,57051,SOUTH MILLEDGEVILLE,SOUTH MILLEDGEVILLE,N,3706,1637,+33.0944916,-083.2567134,00,1300900CTY1,3706,3560,1661,1703,7,76,4,109,146,135,35,29,13,0,48,5,2,0,2,0,0,0,0,1,0,11,4,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,156,3550,3446,1635,1689,4,76,4,38,104,94,35,29,13,0,9,4,2,0,2,0,0,0,0,0,0,10,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,2960,1525,1282,6,59,3,85,98,96,17,27,7,0,38,4,1,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,110,2948,2880,1511,1272,3,59,3,32,68,67,17,27,7,0,9,4,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,1331,306,761,30,0,23,7,0,731,728,0,3
